date,World,Albania,Andorra,Austria,Belarus,Belgium,Bosnia and Herzegovina,Bulgaria,Croatia,Czech Republic,Denmark,Estonia,Finland,France,Germany,Greece,Hungary,Ireland,Italy,Kosovo,Latvia,Liechtenstein,Lithuania,Luxembourg,Moldova,Montenegro,Netherlands,Norway,Poland,Portugal,Romania,Slovakia,Slovenia,Spain,Sweden,Switzerland,Ukraine,United Kingdom
2020.11.17;55187421;28432;5914;207798;115448;545162;72689;101770;85519;465523;63331;7848;19419;1991233;815746;76403;152659;68356;1205881;29805;10636;989;35911;27092;89843;27773;452157;28963;733788;225672;365212;87276;55544;1510023;192616;268965;545689;1390681
2020.11.18;55770400;29126;5951;213462;116699;549990;73944;106598;87464;469769;64551;8033;19647;2036755;833307;78825;156949;68686;1238072;30495;10914;1002;36876;27256;90912;28392;456453;29510;752940;230124;373474;88602;56937;1525341;197076;273487;557657;1410732
2020.11.19;56396170;29837;6018;221228;118008;553689;75577;110536;90715;475284;65808;8304;19935;2065138;855916;82034;161461;69058;1272352;31215;11356;1051;38810;27681;92519;29031;461059;30113;772823;236015;383743;89913;58964;1541574;202038;279572;570153;1430341
2020.11.20;57037140;30623;6066;228058;119390;556708;76757;114435;93879;481755;67105;8715;20286;2086288;879564;85261;165901;69473;1308528;32022;11722;1072;40492;28573;93961;29577;466697;30768;796798;243009;393851;91578;61034;1556730;209666;284560;583510;1453256
2020.11.21;57716898;31459;6142;234670;120847;559789;77994;118418;96837;487563;68362;9076;20747;2109170;902528;87812;170298;69802;1345767;32877;12102;1094;42757;29243;95383;30079;472616;31438;819262;249498;403123;93396;62580;1556730;215128;289483;612665;1473508
2020.11.22;58288941;32196;6207;240909;122435;561052;79309;120697;100410;490750;69635;9375;21216;2127051;918269;90121;174618;70143;1380531;33588;12744;1109;44740;29762;96689;30653;478678;31438;843475;255970;412808;95257;64284;1556730;219624;289483;612665;1493383
2020.11.23;58807799;32761;6256;246124;123999;561640;80007;121820;103718;492263;70485;9724;21639;2140208;929133;91619;177952;70461;1408868;34295;13120;1112;47047;30333;97941;31062;484060;31438;861331;260758;418645;96241;65308;1582616;222047;289483;612665;1512045
2020.11.24;59341326;33556;6304;249214;125482;565588;80553;124966;105691;496638;71654;9956;21936;2144660;942687;93006;181881;70711;1431795;34940;13236;1181;48226;30935;98418;31618;489223;32767;876333;264802;422852;96472;65778;1594844;225925;299171;635689;1527495
2020.11.25;59903030;34300;6351;253349;126953;568444;81739;129348;108014;502534;73021;10159;22289;2153815;961320;95137;185687;70930;1455022;35549;13693;1201;49393;31111;99633;32188;493142;33183;909066;268721;430605;97493;67080;1605066;231599;303392;647976;1538794
2020.11.26;60552696;34944;6428;259245;128449;571076;83328;133060;111617;505215;74204;10541;22652;2170097;983588;97288;192047;71187;1480874;36253;14273;1215;51655;31484;101203;32808;498043;33714;924422;274011;440344;99304;69306;1617355;237665;308254;661858;1557007
2020.11.27;61102596;35600;6534;264692;130012;573187;84252;136628;115626;511520;75395;10955;23148;2183660;1006394;99306;198440;71494;1509875;37028;15171;1256;53757;32100;102894;33316;502510;34267;941112;280394;449349;101257;71073;1628208;243129;312722;677189;1574562
2020.11.28;61718735;36245;6610;269510;131633;;85431;139955;119706;515984;76718;11323;23766;2196199;1028089;101287;204708;71699;1538217;37792;15808;1273;58212;33409;104140;33836;508243;34747;958416;285838;457848;103106;72674;1628208;;317017;693407;1589301
2020.11.29;62271031;36790;6670;274275;133324;;85431;141747;123693;518649;78354;11698;24307;2208699;1042700;103034;211527;71942;1564532;38431;16561;1273;60193;33409;105852;34454;512695;34747;973593;290706;465982;104632;74264;;;317017;693407;1605172
