date,Albania,Andorra,Austria,Belarus,Belgium,Bosnia and Herzegovina,Bulgaria,Croatia,Czechia,Denmark,Estonia,Finland,France,Germany,Greece,Hungary,Ireland,Italy,Kosovo,Latvia,Liechtenstein,Lithuania,Luxembourg,Moldova,Montenegro,Netherlands,Macedonia,Norway,Poland,Portugal,Romania,Serbia,Slovakia,Slovenia,Spain,Sweden,Switzerland,Ukraine,United Kingdom
2021.03.16,2077,113,8925,2112,22572,5637,11579,5697,23657,2396,739,801,91324,73953,7196,17226,4552,103001,1723,1777,56,3416,697,4402,1151,16251,3364,641,47578,16707,21698,4778,8669,3941,72565,13172,10164,30239,125927.0
2021.03.17,2092,113,8956,2121,22600,5672,11715,5709,23902,2397,745,804,91565,74177,7252,17421,4566,103432,1723,1789,56,3427,704,4436,1169,16298,3388,648,48032,16722,21787,4810,8738,3948,72793,13228,10175,30535,126068.0
2021.03.18,2106,113,8982,2130,22624,5729,11817,5726,24117,2398,758,805,91833,74402,7297,17628,4566,103855,1723,1801,56,3442,705,4472,1178,16332,3403,648,48388,16743,21877,4840,8814,3951,72910,13236,10181,30811,126163.0
2021.03.19,2122,113,9024,2139,22650,5773,11932,5743,24331,2398,769,805,92118,74609,7361,17841,4576,104241,1752,1811,56,3452,714,4501,1184,16379,3424,648,48807,16754,22020,4869,8894,3961,72910,13262,10189,31078,126263.0
2021.03.20,2133,113,9052,2148,22650,5773,11966,5753,24530,2400,780,805,92294,74707,7421,18068,4585,104642,1752,1821,56,3464,714,4531,1194,16395,3448,648,49159,16762,22132,4900,8978,3967,72910,13262,10195,31344,126359.0
2021.03.21,2137,113,9074,2157,22707,5773,12019,5773,24667,2401,787,805,92433,74756,7462,18262,4587,104942,1752,1826,56,3476,714,4559,1199,16411,3473,648,49300,16768,22208,4934,9044,3972,72910,13262,10202,31514,126393.0
2021.03.22,2145,113,9089,2166,22728,5938,12188,5786,24810,2403,797,808,92776,75009,7531,18451,4588,105328,1752,1828,56,3486,719,4590,1208,16426,3503,649,49365,16784,22268,4966,9104,3976,73543,13262,10207,31677,126411.0
2021.03.23,2156,113,9121,2175,22763,6005,12307,5808,25055,2404,809,808,93063,75255,7582,18703,4610,105879,1752,1840,56,3501,726,4623,1220,16475,3528,649,49761,16794,22442,5002,9190,3985,73744,13315,10219,32018,126523.0
2021.03.24,2171,114,9151,2184,22786,6067,12413,5828,25258,2405,823,809,93309,75484,7649,18952,4628,106339,1811,1851,56,3510,728,4661,1224,16510,3545,656,50340,16805,22579,5039,9261,3994,73744,13357,10229,32368,126621.0
2021.03.25,2184,114,9178,2193,22816,6144,12512,5838,25450,2410,836,815,93535,75669,7701,19224,4631,106799,1811,1864,56,3521,736,4702,1230,16536,3574,656,50860,16814,22719,5075,9313,3998,74420,13373,10241,32737,126684.0
2021.03.26,2192,114,9200,2202,22852,6220,12601,5854,25639,2412,847,817,94432,75828,7754,19499,4651,107256,1811,1867,56,3529,738,4745,1234,16561,3607,656,51305,16819,22835,5075,9373,4008,75010,13402,10245,33068,126755.0
2021.03.27,2204,115,9231,2211,22870,6220,12650,5872,25778,2414,860,817,94623,75915,7826,19752,4653,107636,1811,1872,56,3539,738,4785,1241,16592,3642,656,51753,16827,22997,5151,9426,4011,75010,13402,10255,33363,126813.0
2021.03.28,2210,115,9256,2219,22897,6220,12710,5893,25874,2415,868,817,94754,75959,7880,19972,4666,107933,1811,1878,56,3551,738,4827,1245,16607,3675,656,51884,16837,23114,5190,9496,4018,75010,13402,10264,33571,126834.0
2021.03.29,2216,115,9275,2227,22921,6427,12913,5911,26036,2416,879,822,95114,76139,7945,20161,4667,108350,1852,1883,56,3560,741,4869,1256,16620,3716,660,51932,16843,23234,5190,9542,4024,75199,13402,10271,33752,126857.0
2021.03.30,2227,115,9308,2237,22966,6519,13068,5928,26222,2418,896,826,95495,76389,8017,20435,4681,108879,1866,1893,56,3566,743,4915,1266,16657,3749,661,52392,16845,23409,5270,9624,4040,75305,13430,10285,34043,126912.0
2021.03.31,2235,115,9339,2247,23016,6599,13197,5947,26421,2420,902,844,95798,76589,8093,20737,4687,109346,1866,1899,56,3574,746,4960,1274,16689,3781,673,53045,16848,23538,5308,9719,4047,75459,13465,10297,34456,126955.0
2021.04.01,2241,115,9368,2257,23045,6675,13313,5967,26586,2424,908,846,96106,76823,8160,20995,4705,109847,1892,1913,56,3583,749,5003,1286,16713,3810,673,53665,16859,23674,5345,9790,4054,75541,13498,10308,34885,127006.0
2021.04.02,2247,116,9397,2267,23083,6763,13438,5996,26765,2425,922,846,96438,76940,8232,21262,4713,110328,1892,1922,56,3594,750,5048,1296,16733,3860,673,54165,16868,23819,5384,9877,4063,75541,13498,10313,35326,127058.0
2021.04.03,2256,117,9434,2276,23130,6763,13507,6025,26867,2429,931,846,96624,77010,8302,21504,4715,110704,1892,1923,56,3602,750,5092,1303,16766,3905,673,54737,16875,23973,5422,9948,4068,75698,13498,10323,35729,127068.0
2021.04.04,2265,117,9449,2285,23169,6763,13589,6058,26945,2430,941,846,96809,77060,8380,21715,4718,111030,1892,1931,56,3610,750,5136,1305,16790,3940,673,54941,16879,24070,5458,10025,4075,75698,13498,10331,35994,127078.0
2021.04.05,2274,117,9482,2294,23202,6953,13786,6083,27057,2431,950,846,97006,77136,8453,21928,4718,111326,1892,1934,56,3615,750,5178,1317,16801,3977,676,55005,16885,24190,5497,10094,4082,75783,13498,10351,36255,127106.0
2021.04.06,2283,117,9517,2304,23247,7052,13786,6113,27169,2433,964,860,97432,77245,8532,22098,4727,111747,1942,1937,56,3623,761,5224,1326,16826,4022,677,55065,16887,24386,5537,10094,4089,75911,13533,10365,36692,127126.0
2021.04.07,2291,119,9546,2314,23301,7132,14034,6149,27329,2436,976,862,97853,77755,8607,22409,4732,112374,1956,1946,56,3635,762,5268,1334,16850,4073,683,55703,16890,24561,5579,10243,4092,76037,13578,10378,37178,127171.0
2021.04.08,2297,120,9586,2324,23348,7216,14170,6185,27466,2437,990,866,98196,78049,8680,22681,4737,112861,1968,1963,56,3647,762,5307,1345,16873,4108,684,56659,16899,24733,5620,10322,4097,76179,13595,10383,37649,127224.0
2021.04.09,2304,120,9624,2334,23390,7298,14308,6235,27617,2437,1006,868,98527,78295,8758,22966,4769,113579,1968,1981,56,3660,763,5339,1354,16915,4150,684,57427,16904,24867,5659,10411,4100,76328,13621,10388,38074,127284.0
2021.04.10,2310,120,9662,2344,23428,7298,14351,6269,27734,2440,1020,868,98734,78402,8833,23211,4783,113923,1968,1986,56,3671,763,5369,1365,16939,4182,684,58176,16910,25006,5700,10487,4112,76328,13621,10392,38479,127324.0
2021.04.11,2317,120,9687,2354,23473,7298,14418,6308,27808,2442,1028,868,98910,78500,8885,23417,4785,114254,1968,1986,56,3687,763,5388,1373,16959,4228,684,58421,16916,25135,5735,10565,4119,76328,13621,10401,38718,127331.0
2021.04.12,2321,121,9706,2363,23503,7487,14619,6333,27918,2444,1037,874,99295,78796,8961,23708,4785,114612,1968,1990,56,3697,772,5409,1381,16981,4262,687,58481,16918,25248,5773,10630,4126,76525,13621,10406,39012,127346.0
2021.04.13,2326,121,9748,2373,23566,7487,14746,6358,28038,2447,1049,877,99640,79137,9054,23980,4803,115088,2004,2002,56,3713,777,5438,1391,17018,4289,688,59126,16923,25441,5808,10716,4130,76625,13660,10412,39477,127369.0
2021.04.14,2331,121,9779,2383,23603,7642,14871,6399,28124,2448,1057,881,99937,79427,9135,24265,4812,115557,2030,2019,56,3718,784,5466,1405,17048,4322,706,59930,16931,25605,5846,10798,4135,76756,13720,10422,39950,127407.0
2021.04.15,2335,121,9813,2393,23636,7702,14979,6442,28229,2450,1064,885,100233,79672,9239,24521,4820,115937,2030,2030,56,3730,785,5493,1412,17063,4357,707,60612,16933,25800,5881,10877,4142,76882,13761,10425,40389,127438.0
2021.04.16,2337,123,9843,2403,23681,7788,15100,6486,28317,2453,1070,887,100564,79894,9330,24762,4831,116366,2061,2042,56,3739,785,5521,1421,17080,4388,708,61208,16937,25937,5920,10970,4147,76981,13788,10431,40832,127472.0
2021.04.17,2340,123,9870,2413,23718,7788,15138,6523,28396,2453,1082,887,100753,79971,9397,24979,4835,116676,2061,2048,56,3751,785,5548,1427,17114,4419,708,61825,16942,26072,5954,11043,4153,76981,13788,10441,41278,127508.0
2021.04.18,2342,123,9898,2423,23747,7788,15195,6562,28426,2456,1092,887,100893,80052,9462,25184,4836,116927,2080,2053,56,3760,785,5571,1429,17127,4443,708,62032,16945,26232,5991,11106,4159,76981,13788,10446,41534,127518.0
2021.04.19,2347,123,9922,2433,23782,7938,15412,6601,28532,2460,1100,891,101340,80353,9540,25381,4836,117243,2080,2056,56,3770,786,5591,1438,17150,4478,709,62133,16946,26381,6026,11172,4167,77102,13788,10458,41755,127524.0
2021.04.20,2353,123,9959,2443,23834,8025,15518,6643,28640,2464,1104,893,101728,80680,9627,25580,4847,117633,2105,2071,56,3785,786,5616,1441,17179,4509,709,62734,16951,26618,6058,11244,4172,77102,13825,10465,42129,127557.0
2021.04.21,2358,123,9997,2453,23867,8082,15618,6692,28711,2466,1109,899,102041,80938,9713,25787,4856,117997,2105,2079,56,3802,788,5643,1444,17202,4556,734,63473,16952,26793,6095,11304,4176,77364,13863,10472,42565,127577.0
2021.04.22,2364,123,10026,2463,23909,8164,15618,6738,28787,2468,1120,902,102324,81203,9788,26001,4866,118357,2115,2088,56,3818,790,5668,1451,17226,4595,735,64168,16956,26943,6130,11357,4187,77496,13882,10476,43041,127597.0
2021.04.23,2367,123,10055,2473,23954,8203,15826,6784,28863,2473,1126,903,102656,81492,9864,26208,4867,118699,2115,2094,56,3833,790,5691,1457,17245,4628,736,64707,16957,27113,6164,11405,4195,77591,13923,10490,43483,127638.0
2021.04.24,2372,124,10070,2483,23990,8203,15859,6815,28920,2475,1137,903,102873,81610,9950,26420,4872,119021,2115,2101,56,3841,790,5709,1463,17269,4650,736,65222,16959,27267,6196,11458,4203,77591,13923,10495,43884,127670.0
2021.04.25,2378,124,10087,2493,24024,8203,15907,6854,28962,2476,1143,903,103018,81671,10007,26625,4873,119238,2134,2102,56,3848,790,5730,1465,17281,4677,736,65415,16965,27394,6227,11495,4208,77591,13923,10504,44121,127681.0
2021.04.26,2379,124,10098,2502,24065,8350,16101,6905,29002,2478,1145,906,103416,82009,10087,26801,4874,119539,2134,2106,56,3857,791,5745,1473,17295,4714,736,65437,16965,27511,6257,11531,4214,77738,13923,10513,44323,127688.0
2021.04.27,2383,124,10126,2512,24104,8418,16182,6957,29075,2480,1148,908,103763,82325,10179,26984,4884,119912,2134,2110,56,3877,791,5762,1478,17328,4742,736,65897,16970,27683,6286,11572,4221,77855,13968,10529,44763,127705.0
2021.04.28,2386,125,10152,2522,24140,8464,16278,7001,29141,2482,1148,911,104078,82588,10242,27172,4896,120256,2134,2118,56,3900,792,5780,1485,17339,4772,753,66533,16973,27833,6312,11611,4236,77943,14000,10537,45211,127734.0
2021.04.29,2389,125,10179,2532,24185,8512,16368,7040,29213,2484,1158,913,104384,82865,10315,27358,4899,120544,2134,2125,56,3916,794,5795,1492,17372,4818,754,67073,16974,27971,6337,11647,4243,78080,14002,10544,45607,127759.0
2021.04.30,2394,125,10205,2542,24230,8551,16399,7081,29267,2484,1161,914,104676,83097,10381,27540,4903,120807,2134,2131,56,3923,796,5812,1495,17398,4855,756,67502,16974,28109,6362,11684,4250,78216,14048,10555,45923,127775.0
2021.05.01,2396,125,10233,2552,24258,8551,16444,7130,29316,2490,1166,914,104868,83207,10453,27701,4906,121033,2134,2139,56,3937,796,5826,1502,17421,4891,756,67924,16976,28194,6386,11732,4258,78216,14048,10565,46281,127782.0
2021.05.02,2397,127,10245,2562,24291,8551,16492,7182,29343,2491,1168,914,104982,83292,10453,27802,4906,121177,2134,2144,56,3950,796,5838,1505,17425,4936,756,68068,16977,28282,6409,11766,4263,78216,14048,10571,46447,127796.0
2021.05.03,2399,127,10260,2572,24322,8551,16548,7218,29365,2491,1172,915,105293,83605,10587,27908,4906,121433,2134,2154,57,3956,800,5850,1510,17443,4961,757,68105,16977,28380,6432,11807,4269,78293,14048,10578,46607,127797.0
2021.05.04,2402,127,10291,2582,24367,8713,16609,7264,29421,2492,1177,916,105550,83890,10668,28045,4908,121738,2134,2159,57,3976,800,5869,1516,17475,4992,757,68133,16981,28474,6456,11855,4273,78399,14091,10582,46781,127803.0
2021.05.05,2403,127,10311,2592,24406,8736,16773,7315,29479,2492,1183,918,105794,84141,10764,28173,4915,122005,2134,2166,57,3993,800,5892,1521,17501,5016,767,68482,16983,28616,6478,11886,4279,78566,14151,10593,46950,127830.0
2021.05.06,2406,127,10333,2602,24444,8762,16800,7355,29521,2494,1187,919,106013,84425,10847,28297,4921,122263,2203,2178,57,4000,801,5912,1526,17525,5042,767,68993,16988,28710,6499,11920,4282,78726,14158,10598,47331,127843.0
2021.05.07,2408,127,10351,2612,24483,8790,16886,7388,29608,2496,1193,922,106264,84659,10910,28403,4918,122470,2207,2197,57,4019,801,5929,1533,17547,5067,767,69445,16989,28799,6519,11946,4285,78792,14173,10608,47717,127858.0
2021.05.08,2411,127,10374,2622,24511,8790,16902,7424,29647,2498,1195,922,106440,84789,10978,28504,4919,122694,2207,2208,57,4024,801,5943,1536,17578,5079,767,69866,16991,28903,6519,11990,4286,78792,14173,10612,48095,127863.0
2021.05.09,2412,127,10382,2632,24551,8790,16929,7469,29667,2498,1201,922,106555,84844,11029,28602,4921,122833,2207,2212,57,4034,801,5952,1540,17582,5093,767,70012,16992,28966,6558,12019,4293,78792,14173,10618,48294,127865.0
2021.05.10,2416,127,10392,2642,24583,8862,17045,7503,29711,2498,1204,922,106847,85118,11089,28693,4921,123031,2207,2213,57,4045,804,5958,1544,17602,5109,767,70034,16993,29034,6576,12051,4299,78895,14173,10621,48419,127870.0
2021.05.11,2420,127,10413,2652,24609,8912,17104,7549,29749,2500,1206,927,107098,85385,11141,28792,4929,123282,2218,2217,57,4053,806,5970,1545,17648,5135,767,70336,16994,29135,6594,12077,4302,79100,14217,10625,48544,127890.0
2021.05.12,2423,127,10428,2661,24630,8943,17150,7589,29787,2500,1210,930,107282,85451,11211,28888,4937,123544,2222,2223,57,4059,806,5981,1548,17664,5151,774,70679,16998,29233,6611,12096,4304,79208,14267,10628,48908,127901.0
2021.05.13,2426,127,10444,2671,24645,8958,17194,7623,29825,2500,1212,930,107413,85853,11266,28970,4937,123745,2222,2240,57,4071,806,5995,1551,17679,5168,774,71021,16999,29308,6611,12135,4308,79281,14267,10632,49261,127912.0
2021.05.14,2427,127,10455,2681,24664,8981,17243,7664,29857,2500,1217,931,107586,86030,11322,29041,4941,123927,2222,2248,57,4084,806,6006,1556,17690,5184,774,71311,16999,29413,6646,12168,4314,79339,14275,10637,49554,127930.0
2021.05.15,2429,127,10470,2691,24686,8981,17250,7687,29886,2503,1220,931,107698,86100,11365,29114,4941,124063,2222,2257,57,4088,806,6016,1560,17703,5197,774,71609,17006,29485,6664,12203,4320,79339,14275,10639,49881,127937.0
2021.05.16,2432,127,10474,2701,24709,8981,17259,7708,29901,2503,1222,931,107779,86166,11415,29175,4941,124156,2230,2266,57,4103,806,6027,1561,17717,5211,774,71664,17007,29523,6681,12224,4324,79339,14275,10647,50019,127941.0
2021.05.17,2435,127,10480,2711,24723,9051,17343,7738,29913,2504,1223,933,107975,86386,11471,29213,4941,124296,2231,2269,57,4112,808,6034,1562,17725,5230,774,71675,17009,29571,6696,12238,4327,79432,14275,10650,50132,127946.0
2021.05.18,2436,127,10499,2721,24749,9070,17379,7765,29933,2504,1229,929,108203,86671,11534,29277,4941,124497,2231,2280,57,4126,808,6043,1564,17742,5232,774,71920,17011,29662,6710,12248,4333,79502,14301,10654,50425,127953.0
2021.05.19,2438,127,10508,2732,24768,9086,17416,7792,29948,2506,1232,929,108344,86908,11587,29329,4941,124646,2240,2298,57,4136,808,6053,1566,17758,5249,781,72250,17013,29716,6725,12262,4338,79568,14349,10660,50658,127956.0
2021.05.20,2440,127,10527,2742,24794,9096,17447,7828,29967,2507,1235,929,108477,87135,11641,29380,4941,124810,2242,2301,57,4155,809,6061,1569,17778,5265,781,72500,17014,29777,6739,12272,4345,79601,14351,10663,50867,127963.0
2021.05.21,2441,127,10534,2752,24809,9108,17474,7856,29990,2507,1239,932,108600,87303,11697,29427,4941,125028,2244,2309,57,4161,810,6067,1572,17790,5280,781,72691,17017,29826,6752,12280,4348,79620,14366,10671,51076,127972.0
2021.05.22,2442,127,10541,2761,24823,9108,17487,7883,30012,2508,1240,932,108689,87385,11734,29475,4941,125153,2244,2323,57,4173,810,6072,1572,17810,5296,781,72882,17017,29885,6766,12286,4349,79620,14366,10681,51260,127978.0
2021.05.23,2444,127,10546,2771,24842,9108,17496,7903,30020,2509,1240,932,108760,87429,11772,29519,4941,125225,2244,2326,57,4185,810,6075,1574,17817,5311,781,72928,17017,29941,6777,12292,4353,79620,14366,10684,51353,127983.0
2021.05.24,2445,127,10547,2780,24853,9150,17513,7929,30028,2510,1241,939,108822,87461,11822,29560,4941,125335,2244,2328,57,4195,810,6080,1574,17827,5329,782,72945,17018,29977,6788,12296,4355,79711,14366,10688,51425,127986.0
2021.05.25,2447,127,10551,2791,24873,9168,17581,7950,30041,2511,1241,942,109043,87733,11872,29581,4941,125501,2246,2342,57,4209,812,6084,1577,17840,5342,782,73096,17021,30040,6801,12301,4358,79801,14396,10692,51682,128001.0
2021.05.26,2447,127,10566,2801,24889,9184,17617,7971,30054,2512,1242,946,109188,88000,11916,29622,4941,125622,2246,2348,57,4220,812,6088,1578,17850,5356,783,73305,17022,30092,6811,12312,4363,79855,14436,10693,51898,128010.0
2021.05.27,2447,127,10573,2811,24902,9194,17637,7981,30059,2512,1244,946,109330,88192,11955,29654,4941,125793,2247,2355,57,4229,813,6093,1578,17866,5369,783,73440,17022,30131,6823,12320,4366,79888,14451,10700,52088,128020.0
2021.05.28,2448,127,10588,2821,24910,9211,17652,7992,30088,2513,1247,948,109455,88360,11995,29682,4941,125919,2247,2359,57,4235,814,6097,1580,17881,5387,783,73557,17023,30174,6834,12333,4370,79905,14451,10705,52252,128030.0
2021.05.29,2449,127,10592,2831,24921,9211,17657,8002,30101,2517,1250,948,109523,88413,12024,29709,4941,126002,2247,2370,57,4245,814,6100,1583,17889,5398,783,73682,17023,30247,6844,12333,4372,79905,14451,10710,52414,128037.0
2021.05.30,2450,127,10596,2841,24940,9211,17662,8014,30104,2517,1251,948,109567,88431,12054,29728,4941,126046,2248,2370,57,4257,814,6104,1583,17895,5408,783,73738,17023,30276,6854,12339,4374,79905,14451,10710,52504,128043.0
2021.05.31,2451,127,10603,2851,24955,9253,17700,8026,30108,2517,1252,956,109693,88601,12095,29733,4941,126128,2248,2376,57,4266,815,6107,1584,17897,5413,783,73745,17025,30312,6865,12343,4375,79953,14451,10712,52573,128045.0
2021.06.01,2451,127,10615,2861,24968,9270,17726,8034,30119,2517,1258,956,109827,88781,12122,29761,4941,126221,2248,2379,57,4276,817,6114,1585,17906,5423,783,73856,17025,30353,6872,12353,4376,79983,14451,10712,52742,128045.0
2021.06.02,2451,127,10621,2871,24982,9303,17747,8042,30126,2517,1259,959,109923,88945,12145,29774,4941,126283,2248,2386,57,4283,818,6120,1587,17918,5429,785,73984,17026,30415,6881,12366,4380,80049,14451,10715,52907,128057.0
2021.06.03,2451,127,10627,2882,24995,9332,17792,8056,30136,2518,1260,959,109993,89031,12184,29792,4941,126342,2248,2392,57,4289,818,6125,1587,17932,5435,785,74075,17029,30499,6890,12375,4383,80049,14512,10721,53015,128075.0
2021.06.04,2451,127,10631,2892,25014,9374,17810,8067,30142,2518,1260,959,110081,89152,12218,29818,4941,126415,2249,2402,57,4297,818,6129,1591,17940,5442,785,74101,17029,30612,6900,12382,4385,80195,14523,10726,53117,128086.0
2021.06.05,2451,127,10636,2900,25019,9374,17813,8080,30157,2519,1262,959,110138,89228,12253,29842,4941,126472,2249,2407,57,4302,818,6132,1591,17950,5448,785,74139,17032,30725,6909,12395,4387,80196,14523,10728,53211,128099.0
2021.06.06,2451,127,10639,2910,25033,9374,17820,8086,30159,2519,1263,959,110170,89249,12277,29854,4941,126523,2249,2413,57,4307,818,6134,1592,17954,5455,785,74152,17034,30815,6917,12404,4388,80196,14523,10732,53258,128103.0
2021.06.07,2452,127,10640,2919,25041,9411,17854,8091,30164,2521,1264,959,110234,89390,12301,29866,4941,126588,2250,2413,57,4309,818,6137,1594,17957,5458,784,74160,17036,30878,6924,12414,4390,80236,14523,10734,53295,128104.0
2021.06.08,2452,127,10647,2929,25051,9460,17860,8096,30193,2521,1264,959,110309,89497,12331,29883,4941,126690,2250,2423,57,4317,818,6141,1596,17972,5462,784,74255,17037,31155,6930,12423,4391,80309,14546,10738,53420,128118.0
2021.06.09,2452,127,10650,2939,25061,9467,17872,8103,30202,2521,1265,959,110374,89592,12346,29889,4941,126767,2252,2428,57,4320,818,6145,1596,17977,5467,789,74363,17037,31383,6938,12430,4392,80332,14562,10741,53503,128124.0
2021.06.10,2452,127,10650,2949,25068,9473,17887,8110,30211,2523,1266,964,110442,89693,12370,29896,4941,126855,2252,2443,58,4327,818,6147,1596,17983,5468,789,74447,17043,31531,6945,12433,4393,80465,14565,10745,53607,128131.0
2021.06.11,2453,127,10652,2958,25075,9479,17893,8123,30219,2524,1266,964,110516,89821,12381,29904,4941,126924,2252,2449,58,4330,818,6149,1597,17986,5470,789,74515,17044,31681,6951,12433,4398,80501,14574,10747,53683,128148.0
2021.06.12,2453,127,10652,2969,25081,9479,17898,8132,30224,2526,1266,964,110550,89841,12405,29904,4941,126976,2252,2451,58,4335,818,6152,1598,17987,5471,789,74562,17045,31804,6958,12436,4401,80501,14574,10748,53758,128160.0
2021.06.13,2453,127,10661,2978,25088,9479,17900,8132,30225,2526,1266,964,110566,89849,12422,29904,4941,127002,2255,2456,58,4339,818,6154,1601,17989,5471,789,74573,17047,31834,6962,12439,4404,80501,14574,10749,53795,128168.0
2021.06.14,2453,127,10662,2987,25093,9495,17915,8152,30229,2527,1266,964,110629,89944,12443,29925,4941,127038,2255,2456,58,4342,818,6154,1602,17993,5472,789,74574,17047,31861,6970,12441,4406,80517,14574,10749,53812,128171.0
2021.06.15,2454,127,10668,2995,25099,9534,17932,8160,30229,2528,1266,964,110709,90079,12465,29935,4941,127101,2255,2464,58,4348,818,6156,1602,17994,5472,789,74626,17049,31957,6976,12446,4408,80579,14574,10752,53894,128181.0
2021.06.16,2454,127,10671,3006,25110,9608,17957,8162,30254,2528,1266,967,110753,90185,12478,29944,4941,127153,2255,2475,58,4352,818,6159,1603,17998,5472,790,74688,17055,32028,6980,12456,4409,80615,14574,10757,53980,128190.0
2021.06.17,2454,127,10674,3015,25117,9626,17980,8165,30257,2529,1267,967,110809,90277,12494,29948,4979,127190,2255,2482,58,4357,818,6162,1604,18001,5472,790,74734,17057,32115,6985,12464,4409,80634,14574,10759,54041,128209.0
2021.06.18,2454,127,10677,3025,25117,9630,17987,8168,30275,2529,1267,967,110877,90374,12514,29950,4979,127225,2255,2485,58,4360,818,6165,1605,18004,5474,790,74782,17061,32212,6990,12478,4411,80652,14574,10761,54097,128220.0
2021.06.19,2454,127,10679,3035,25132,9630,17989,8169,30278,2531,1267,967,110899,90390,12534,29950,4979,127253,2255,2493,58,4364,818,6168,1605,18007,5475,790,74823,17062,32308,6997,12478,4412,80652,14574,10762,54142,128234.0
2021.06.20,2454,127,10680,3044,25136,9630,17990,8174,30280,2531,1268,967,110914,90400,12548,29950,4979,127270,2255,2496,58,4366,818,6170,1605,18007,5475,790,74828,17065,32326,7001,12478,4412,80652,14574,10764,54171,128240.0
2021.06.21,2454,127,10680,3053,25141,9643,18000,8182,30280,2532,1268,967,110954,90477,12565,29959,4979,127291,2256,2496,58,4367,818,6173,1605,18008,5477,790,74829,17068,32391,7004,12496,4415,80689,14574,10764,54192,128245.0
2021.06.22,2455,127,10684,3063,25144,9648,18008,8188,30283,2532,1269,967,111005,90553,12581,29963,4979,127322,2256,2497,58,4371,818,6175,1606,18011,5477,790,74858,17074,32465,7010,12502,4416,80719,14608,10765,54220,128272.0
2021.06.23,2455,127,10686,3072,25149,9651,18013,8190,30289,2532,1269,969,111038,90620,12595,29971,4989,127352,2256,2497,58,4371,818,6178,1608,18015,5478,792,74893,17077,32626,7013,12502,4417,80748,14616,10766,54299,128291.0
2021.06.24,2455,127,10697,3082,25152,9653,18022,8192,30291,2532,1269,969,111082,90685,12613,29972,4989,127362,2260,2500,58,4375,818,6180,1609,18018,5481,792,74917,17079,32771,7019,12502,4417,80766,14619,10769,54366,128312.0
2021.06.25,2455,127,10700,3093,25160,9655,18026,8196,30292,2532,1269,969,111115,90752,12634,29980,4989,127418,2260,2501,58,4378,818,6182,1609,18023,5484,792,74953,17081,32911,7024,12505,4417,80779,14619,10771,54429,128330.0
2021.06.26,2456,127,10699,3103,25160,9655,18027,8197,30296,2532,1269,969,111127,90761,12646,29980,4989,127458,2260,2503,58,4379,818,6183,1609,18023,5484,792,74974,17083,33177,7029,12505,4419,80779,14619,10771,54473,128353.0
2021.06.27,2456,127,10700,3113,25160,9655,18027,8200,30298,2533,1269,969,111145,90768,12664,29980,4989,127472,2260,2503,58,4380,818,6184,1609,18024,5484,792,74979,17084,33253,7031,12505,4419,80779,14619,10773,54498,128364.0
2021.06.28,2456,127,10701,3122,25168,9658,18040,8202,30298,2534,1269,969,111189,90826,12682,29989,4989,127500,2262,2503,58,4381,818,6187,1609,18024,5484,792,74979,17086,33311,7039,12509,4419,80789,14619,10773,54517,128367.0
2021.06.29,2456,127,10700,3132,25170,9663,18049,8205,30298,2535,1269,969,111234,90883,12695,29991,4989,127542,2262,2508,58,4381,818,6191,1610,18028,5484,792,75005,17092,33605,7043,12510,4419,80829,14626,10775,54531,128390.0
2021.06.30,2456,127,10702,3143,25173,9665,18061,8206,30303,2535,1269,969,111259,90945,12706,29992,4998,127566,2262,2513,58,4383,818,6194,1613,18028,5484,794,75021,17096,33786,7047,12510,4419,80875,14629,10773,54581,128404.0
